id,address,city,description,latitude,longitude,price,state,street,title,totalScore,categories,image_url
64,"XGCQ+P23, Govindaraja Nagar Ward, Vijayanagar, Bengaluru, Karnataka 560040, India",Bengaluru,,12.971769,77.5375554,,Karnataka,XGCQ+P23,Lions Clock Tower,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOvAzCAnnwATv8Tsi1SjtxbmTPIiaNYD8uIpH7v=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPtMkKqPMXDNC2UhDNQ3R8x8VZNrA-Ia-1cG0z-=w1920-h1080-k-no"
65,"Tank Bund Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",Bengaluru,,12.928664,77.6023044,,Karnataka,Tank Bund Rd,Tavarekere Park,4.2,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipNd80EhphtNnkM6hoixTWVSb3_1kQB_D1-3T49e=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipP22gVtzImN6dppYKklbokNSw5WUIR-U7B6mxzQ=w1920-h1080-k-no"
66,"205,ANAND KUTEER, Gayatri Tapovan, Bengaluru, Karnataka 560076, India",Bengaluru,,12.8737274,77.581643,,Karnataka,"205,ANAND KUTEER",WORLD TOURS CHARIOT,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOC5UQuB26fDggCY4nbQmsboiCkcfs76csPERC5=w1920-h1080-k-no
67,"XHHJ+5V8, सेशाद्री मार्ग, Gandhi Nagar, Bengaluru, Karnataka 560009, India",Bengaluru,City park on the site of a former jail with multiple monuments & a designated protest area.,12.9779159,77.5821884,,Karnataka,"XHHJ+5V8, सेशाद्री मार्ग",Freedom Park,4.2,"Tourist attraction, Memorial park, Park","https://lh5.googleusercontent.com/p/AF1QipNptFlSe2aRCDkgflQL2CgNzk5HCz6gCFq2byMu=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNWF7WbIufjg6t72X_7TPePoIJi9haQ0NHtV3ak=w1920-h1080-k-no"
68,"VFHW+G2J, Bengaluru, Karnataka 560062, India",Bengaluru,,12.8788475,77.4950222,,Karnataka,VFHW+G2J,Clover Leaf interchange,4.1,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipN5lKoPL-onUecaJyJ7s1D1M341N4vqS63H9wIg=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMiu2ZUGJUR7AvzBilo4tCHBKeZCoCWpFk-2SXd=w1920-h1080-k-no"
69,"XHPR+4MV, Raj Bhavan Rd, Opposite to Jawahar Lal Nehru Planetarium, Vasanth Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,"Twice nightly shows feature coordinated fountains, lights & music, surrounded by landscaped gardens.",12.9853733,77.5916839,,Karnataka,"XHPR+4MV, Raj Bhavan Rd, Opposite to Jawahar Lal Nehru Planetarium",Indira gandhi Musical Fountain Park,4.1,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMeU5gjJgh3yFTdIOqKKpZFpAWOy-qMz7AYg5Hr=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNzBBy5-Zrc9gQRCrkTmGcUvsoVwtZFVfx5loeh=w1920-h1080-k-no"
70,"WGF2+G5P, RV Vidyaniketan, Mailasandra, Bengaluru, Karnataka 560059, India",Bengaluru,,12.9238361,77.500451,,Karnataka,WGF2+G5P,Tree 69,,Tourist attraction,
71,"XHGC+884, Kempegowda, Majestic, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9757623,77.5708272,,Karnataka,XHGC+884,Intrepid Trekkers Pickup Point,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipO5NUXPEqIDu29ajxVisiWCEatLCw6H9V8yELoJ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMY8eJXivj0jex1sAIJC3JuthiTIJxFMmaKKsbK=w1920-h1080-k-no"
72,"Gaana Riddhi, AISHWARYA, Upadhya Layout, Mutharayana Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",Bengaluru,,12.9353438,77.499301,,Karnataka,"Gaana Riddhi, AISHWARYA",Ishvariya dhodh,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMrBAbsRB1mYHSIqlCoaizi7NXx7tmQ6DuccUm8=w1920-h1080-k-no
73,"WGF8+M26, Kenchena Halli Rd, Remco Bhel Layout, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,,12.9241681,77.5150036,,Karnataka,"WGF8+M26, Kenchena Halli Rd",Halagevadera Halli Lake,4.0,"Tourist attraction, Park, Swimming lake","https://lh5.googleusercontent.com/p/AF1QipNIFT4MHj6210oRqvSC2Hd33aYm7zvXnxMfObl2=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNeHkkWarlrJfYg-QJNDvMBV390HfMAU_e_dVpQ=w1920-h1080-k-no"
74,"VGMF+FXQ, Thurahalli, Bengaluru, Karnataka 560062, India",Bengaluru,"Hilly park with rugged trails for hiking, mountain biking & rock climbing, plus a small temple.",12.8837041,77.5249816,,Karnataka,"VGMF+FXQ, Thurahalli",Turahalli Forest,4.3,"Tourist attraction, National forest","https://lh5.googleusercontent.com/p/AF1QipMPGJhXVQE19n1c30CmwQt9B_JFD43Qw_PuFRaT=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOL72kl3iA995GY9xObcOfsd_YAY320--jgPfpd=w1920-h1080-k-no"
75,"VFXM+V37, Kengeri, Bengaluru, Karnataka 560060, India",Bengaluru,,12.8996676,77.4826837,,Karnataka,VFXM+V37,Kengeri Helipad,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMaV92q1HapHMRCRjdmJjw3FSurcTP3yC0aI96h=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMpyXSwkuBsQtF6XZ6Lc7sRI82aA3VbAxqGovoi=w1920-h1080-k-no"
76,"VHX3+9PC, ISRO Layout Lake, Banashankari 5th Stage, Subramanyapura, Bengaluru, Karnataka 560078, India",Bengaluru,,12.8984445,77.5542538,,Karnataka,"VHX3+9PC, ISRO Layout Lake",Devarakere Lake,4.4,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMyVa7sFRpu-dzKwc-y0sHU1hR0C0oCiAsYfs_3=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMw1G-SZWHNkIotqUnttD47ukjJV8vNG3s3y8dA=w1920-h1080-k-no"
77,"Classroom Complex, Mysore Rd, RV Vidyaniketan, Mailasandra, Bengaluru, Karnataka 560059, India",Bengaluru,,12.9233561,77.4997225,,Karnataka,"Classroom Complex, Mysore Rd",The Vibe Tribe,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOKIsWYRcl0HLY5axCiKqf11erre1SO_HeK3Xxz=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPnI38K1Dms4fPY4AWm87a_HLyCFE2xraeub4FM=w1920-h1080-k-no"
78,"WGRX+WFR, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560026, India",Bengaluru,,12.9423605,77.5486386,,Karnataka,WGRX+WFR,Vishnuvardhan Statue,,Tourist attraction,
79,"Sri T, Sankey Rd, High Grounds, Bengaluru, Karnataka 560001, India",Bengaluru,"Planetarium with shows in Kannada & English, plus a science center for educational activities.",12.9848665,77.5896341,,Karnataka,"Sri T, Sankey Rd",Jawaharlal Nehru Planetarium,4.4,"Tourist attraction, Research institute, Planetarium","https://lh5.googleusercontent.com/p/AF1QipN1ze0PePfMicG5FPUN904VBE5BMYin06DPhqIw=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNY3kQlKkpItsSTa0IrwKbrAxaIJUi7IkInP1LD=w1920-h1080-k-no"
80,"WHV9+3QM, Bull Temple Rd, Basavanagudi, Bengaluru, Karnataka 560019, India",Bengaluru,"Serene park shaded by a tree canopy featuring gardens, waterfalls & fountains, plus three temples.",12.9427052,77.5694287,,Karnataka,"WHV9+3QM, Bull Temple Rd",Bugle Rock Park,4.4,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMfDnzpAQ1orORCmPRbDHFzE-5DURlPyDvfsutk=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNPuXsNiJ9umg6sgIxNCIwMq8RCrsXxSUgdEPOh=w1920-h1080-k-no"
81,"XGH7+VC9, 7th Cross Rd, 3rd Block, BDA Layout, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",Bengaluru,,12.979651,77.5136116,,Karnataka,"XGH7+VC9, 7th Cross Rd",Buddha Shanthi Kanive,4.4,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipNXpyOJMK8bKy4TJS6fppIim7oIts1TWvdBuybc=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPH-dP9cdqFGQF-zW4k5FhRL1IknSgk1vuct99Y=w1920-h1080-k-no"
82,"XG56+6MQ, 2nd Cross Rd, Nrupatunga Nagar, NGEF Layout, Stage 2, Chandra Layout, Bengaluru, Karnataka 560056, India",Bengaluru,,12.958081,77.5117411,,Karnataka,"XG56+6MQ, 2nd Cross Rd",Banna Graffiti Wall,4.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNFxgwST1HRFX4PD6x7_50b5fC5-PKlBAV86NIo=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMoIDYsNKa-sDO5I02uMxfgx4D316mnrJyC5lEU=w1920-h1080-k-no"
83,"6035/193/2, BSM Extension, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",Bengaluru,,12.916939,77.4757063,,Karnataka,"6035/193/2, BSM Extension, Kengeri Satellite Town",Shiva Statue,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOTARoqkcLijhgDmT6j_Lxei5aFAPQWMHKDXo4X=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipODFLMXl1Kl_hiRmJhM5P3k9ybVCrGUnep0bi0K=w1920-h1080-k-no"
84,"WF2Q+MP4 S V Meadows Block-A, Kodipalya, Bengaluru, Karnataka 560060, India",Bengaluru,,12.9016597,77.4889088,,Karnataka,WF2Q+MP4 S V Meadows Block-A,Arun Ganessh,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOQpc6ptF3urodRnu-iczQp5wNnhxPT676t2IJT=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOkcArxn8fR8V33D5OXTIFSZwqe1rQxiseLT72B=w1920-h1080-k-no"
85,"WG8H+WXF, Saptagiri Layout, Hosakerehalli, Bengaluru, Karnataka 560098, India",Bengaluru,,12.9173021,77.5299081,,Karnataka,WG8H+WXF,K1BOND HILLS,4.7,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipN6wy9eVPkS1fBdkjJQsZ2P5aS-6t14XS9ZdLhZ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM3QvRH4qg3pGRM8VLSQfAh59_BVqroiM51tB_E=w1920-h1080-k-no"
86,"VGVG+VJX, Banashankari 6th Stage 1st Block, Bharath Housing Society Layout, Subramanyapura, Bengaluru, Karnataka 560061, India",Bengaluru,,12.8952868,77.5253433,,Karnataka,VGVG+VJX,BDA Sculpture Park,4.2,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipOsumMXwNYQNqxA-waUroVwM-KFOz6jCaCiBSP0=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMk5f1z7LKP3x6cphsQWgF4AS4OiQTd7H6rll8Z=w1920-h1080-k-no"
87,"96, 3rd Cross Rd, Kalika Nagar, Peenya, Bengaluru, Karnataka 560091, India",Bengaluru,,13.0093522,77.4909859,,Karnataka,"96, 3rd Cross Rd",ididoo,4.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNy4g--qQASDN03CbkvJ8Z2mF7E4-FjbPRRatdn=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPLuWGKjYl8rfrnWu0WisUghwNG7TxH0VAppfw4=w1920-h1080-k-no"
88,"3, Bawal, Haryana 123501, India",Bengaluru,,12.9818925,77.594504,,Haryana,"3, Bawal",Sahil Park,,Tourist attraction,
89,"48/5, Kaveri Layout, Govindaraja Nagar Ward, Saraswathi Nagar, Vijayanagar, Bengaluru, Karnataka 560040, India",Bengaluru,,12.9704174,77.5329993,,Karnataka,48/5,48/5 Terrace view point,3.7,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOG80cGo-woTlFqxQhjMLdeA1dNLt0KnkOq5xSD=w1920-h1080-k-no
90,"2, XHJ4+Q77, 10 TH, A Cross Rd, 5 Block, Chamundi Nagar, Rajajinagar, Bengaluru, Karnataka 560010, India",Bengaluru,,12.9819594,77.5557663,,Karnataka,"2, XHJ4+Q77, 10 TH, A Cross Rd",Sree Kailasa Vaikunta Mahakshetra Temple,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipMikmUEzYp6l9jVv2UfFsTKTAovm8sjSDpSMeiZ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOeRprJiiJkoUSGL7-Bq3ht8tsuaWOIggOiHNFw=w1920-h1080-k-no"
91,"XH99+GJR, Binny Mill Rd, Subhash Nagar, Sultanpete, Bengaluru, Karnataka 560053, India",Bengaluru,,12.9688516,77.5690236,,Karnataka,"XH99+GJR, Binny Mill Rd",National consumer mele,5.0,Tourist attraction,
92,"30, Mysore Rd, Cobaley Colony, Azad Nagar, Bengaluru, Karnataka 560026, India",Bengaluru,,12.961426,77.558867,,Karnataka,"30, Mysore Rd",Old British Visa Office,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipM-rw16C1qHRthbozxxaJFf7jBMS4xlqKExf4Qu=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipON8HfozXBQvHIFoRxjhKHpRzQ0Q196mD-3MTvl=w1920-h1080-k-no"
93,"XHJ9+FJ6, Manthralaya Rd, M.G. Railway Colony, Majestic, Bengaluru, Karnataka 560023, India",Bengaluru,,12.9811591,77.5690133,,Karnataka,"XHJ9+FJ6, Manthralaya Rd",Railway Station Back Gate Banyan Tree,4.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPtopH5cg5etMxybaU3IQqZCltJI2m6_hb5qFEf=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNJ9Mm6L0OkjdzIfHBpKaLbn35BNvGqaFrXc9Sl=w1920-h1080-k-no"
94,"1, Janapada Siribhuvana, New BEL Rd, near M.S. Ramaiah Hospital, Jaladarshini Layout, Bengaluru, Karnataka 560054, India",Bengaluru,,13.0302328,77.570572,,Karnataka,"1, Janapada Siribhuvana, New BEL Rd, near M.S. Ramaiah Hospital",Janapada Loka,4.7,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPNcQgO05XkahmVSmKvDn32Hefkcjm2lryQxBAt=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMdO8tiPhTWWGWXAAYWez6iv_kkciC0eGS9W8LT=w1920-h1080-k-no"
95,"3H22+XC9, HMT Estate, 2nd Stage, Bengaluru, Karnataka 560013, India",Bengaluru,,13.0526672,77.5513787,,Karnataka,3H22+XC9,Bougainvilla trees in spring,,Tourist attraction,
96,"XHGV+MHP, Cubbon Park Band stand Bangalore / Karnataka, Ambedkar Veedhi, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9767034,77.5939414,,Karnataka,"XHGV+MHP, Cubbon Park Band stand Bangalore / Karnataka",Band Stand @ Cubbon Park,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipP0ZzEGi3q86ukj7Usn7LgO5zg66ylvDS_OyH3h=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN9dDodAp2T5ENcdbl5gYyix4fkCT1ZlLVz_ydN=w1920-h1080-k-no"
97,"XH7C+X2X, Cottonpet Main Rd, Ranasinghpete, Cottonpete, Bengaluru, Karnataka 560053, India",Bengaluru,,12.9649773,77.570112,,Karnataka,"XH7C+X2X, Cottonpet Main Rd",DR APJ ABDUL KALAM STATUE,3.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOuK7CsHzy7oxWN3NYUrIGXwVHomn3717p4QlIs=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPyZoqDBjUk-TCUNeA5sRV9_aKrQjC4uooMToMb=w1920-h1080-k-no"
98,"No 734 Ground Floor, 1st B Cross Rd, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",Bengaluru,,12.9953874,77.538475,,Karnataka,"No 734 Ground Floor, 1st B Cross Rd",Time For Travel Tours,5.0,"Tour operator, Tourist attraction","https://lh5.googleusercontent.com/p/AF1QipOmC2AjnVdz6VzZ_fI66IMxkgyhmBfMGplSdaUq=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipP9J4FUkD1MTi7uuO7ty0t6lSIpMTp-YXbMmWbK=w1920-h1080-k-no"
99,"2HR6+QV7, New BEL Rd, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560054, India",Bengaluru,,13.0419101,77.5621807,,Karnataka,"2HR6+QV7, New BEL Rd",Railway overhead road,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPflkju9t4Be_C__IM_TVY5IYrGQA9PrJyqf9IS=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNgCt0pQEdwVgvqd7ZY9YTonLgx-22cHrzv6kj0=w1920-h1080-k-no"
100,"XF6G+295, Sir M Vishweshwaraiah Layout 6th Block, Ullal Uppanagar, Bengaluru, Karnataka 560110, India",Bengaluru,,12.9600037,77.4759795,,Karnataka,XF6G+295,Suresh k,5.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNv1vSiiv0Rumbqv-HyafUPB6lWLOsOx84tModl=w1920-h1080-k-no
101,"15/1, Cubbon Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9815135,77.5967748,,Karnataka,"15/1, Cubbon Rd",Minsk Square,4.3,"Tourist attraction, Landmark","https://lh5.googleusercontent.com/p/AF1QipN0fS8IKsQyj1OhEWBkmYVVrHGK2oM2Ou-dXwAw=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPyKZtVkbh1RvP3EdWfpLR4c8Etv8LePZ1reCIL=w1920-h1080-k-no"
102,"Nai sadak, Ambedkar Veedhi, Aurangabad, Uttar Pradesh 221001, India",Aurangabad,,12.981887,77.594504,,Uttar Pradesh,Nai sadak,Kashi Tourism,,Tourist attraction,
103,"148, 2nd Cross Road, 3rd Block, ISRO HQ Road, off New BEL Road, AGS Layout, Raj Mahal Vilas 2nd Stage, Bengaluru, Karnataka 560094, India",Bengaluru,Tree-filled park offering jogging paths & workout stations with built-in fitness equipment.,13.0344201,77.5697057,,Karnataka,"148, 2nd Cross Road, 3rd Block, ISRO HQ Road, off New BEL Road, AGS Layout",Atal Bihari Vajpayee Park,4.2,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipOmzkN81R7GDa2QUN9XnnahDriK7apBE-IJa72R=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOsoWcxzMcx6GdCc__pA8SdjkL-qgRRk2gBdRzq=w1920-h1080-k-no"
104,"69 First Floor, 15th A Cross Rd, Malleshwaram, Bengaluru, Karnataka 560055, India",Bengaluru,,13.0061494,77.5661849,,Karnataka,"69 First Floor, 15th A Cross Rd",WildTrails,4.7,"Travel agency, National forest, National park, Tourist attraction, Wildlife and safari park","https://lh5.googleusercontent.com/p/AF1QipO3ZIw3tDnc2UnIKnymbAeMHC5LvBrjXr19h-3U=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMm6ZVssjWSumYOY8EkdHRwRKHTtVYT1uOB5uAM=w1920-h1080-k-no"
105,"66, 11th B Cross Rd, Govindaraja Nagar Ward, Prashant Nagar, Vijayanagar, Bengaluru, Karnataka 560079, India",Bengaluru,,12.9772462,77.5307486,,Karnataka,"66, 11th B Cross Rd",Muthurajuc,4.0,Tourist attraction,
106,"Sheshadri Iyer Memorial Hall, Nunegundlapalli, Ambedkar Veedhi, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9743559,77.5901927,,Karnataka,Sheshadri Iyer Memorial Hall,The Weekend Dog Park @ Cubbon Park,4.8,"Tourist attraction, Park, Pet adoption service, Dog park","https://lh5.googleusercontent.com/p/AF1QipPL4KlgZZQBok5g5jnmmbuKIs38ZuLZYFS9_yPC=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM2iVYGx7f9IPxMm010HHuCjm7PhFusQGozBYcy=w1920-h1080-k-no"
107,"B-30, Narasimha Layout, Nandini Layout, Bengaluru, Karnataka 560022, India",Bengaluru,,13.0229317,77.5353921,,Karnataka,B-30,S N MISHRA,,Tourist attraction,
108,"Iskcon Temple, Rajajinagar, 1st R Block, Rajajinagar, Bengaluru, Karnataka 560010, India",Bengaluru,,13.0102161,77.5511048,,Karnataka,"Iskcon Temple, Rajajinagar",Bengaluru,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOTkTlElLPU0wk9NWFp7DHl2yYr0b_xqocuW9rr=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNmxTm5JMZCD7-AABF-mQSTnVMk3aJhZ-uS24Rx=w1920-h1080-k-no"
109,"Race Course Rd, Racecourse, Gandhi Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9838758,77.5815784,,Karnataka,Race Course Rd,The Voyagers,,Tourist attraction,
110,"3GC4+82P, Geleyara Balaga Layout, Jalahalli West, Bengaluru, Karnataka 560090, India",Bengaluru,,13.0708493,77.5050792,,Karnataka,3GC4+82P,Dr R Govinda menon,,Tourist attraction,
111,"XHJF+7VM, Anand Rao Junction, Gandhi Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9807184,77.5746801,,Karnataka,"XHJF+7VM, Anand Rao Junction","Elephant ,. Budha statue",4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOdHR1ObdBONynBx-OY_3yu-tE48dGMihtDth44=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOw9QgQjdLD38zrq9QB_3gDa6Y1WW17WyZe6JP2=w1920-h1080-k-no"
112,"68, 4th Main Rd, Vinayakanagar, Hebbal, Bengaluru, Karnataka 560024, India",Bengaluru,,13.0374912,77.5899583,,Karnataka,"68, 4th Main Rd",Studiofloks,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPi-Tr2cVyh9ytL4QTDciLgQ_Bod9C3f-YvS5Gq=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNBWdM09keeW837Wlt-bZKNWlPArp8-ymlFPOO1=w1920-h1080-k-no"
113,"09 12th Cross, Main Road, near 2nd Stage, Rajgopal Nagar, Bengaluru, Karnataka 560058, India",Bengaluru,,13.0220889,77.4990546,,Karnataka,"09 12th Cross, Main Road, near 2nd Stage",Bhumika Transport,,Tourist attraction,
114,"XFCW+8C7, Vinayaka Layout, Gidada Konnenahalli, Annapurneshwari Nagar, Bengaluru, Karnataka 560091, India",Bengaluru,,12.9707806,77.4960566,,Karnataka,XFCW+8C7,Chetas,,Tourist attraction,
115,"28, PNR Nagar, Seshadripuram, Bengaluru, Karnataka 560020, India",Bengaluru,,12.9885337,77.5716721,,Karnataka,28,Nagaraj Tourist,,Tourist attraction,
116,"XHMQ+H2W, Palace Rd, Race Course Rd, Gandhi Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9839887,77.5875782,,Karnataka,"XHMQ+H2W, Palace Rd, Race Course Rd",Stone Sculpture,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipObGlGOFteMQJaHELAthXoI1kEC6F5HKV3VZBMC=w1920-h1080-k-no
117,"268, 17th Cross Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560080, India",Bengaluru,,13.0067661,77.5820851,,Karnataka,"268, 17th Cross Rd",Janatha Bazaar Park,4.5,"Tourist attraction, Playground, Amusement park","https://lh5.googleusercontent.com/p/AF1QipOS7FEAJVBSQTvubfIXTlx5A81mHfbOeQ-L-h15=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNPXvxhZkoEAdsRmpx2BoMAg9BbjJf7EZsdzspZ=w1920-h1080-k-no"
118,"197, 8th Cross Rd, M S R Nagar, Mathikere, Bengaluru, Karnataka 560054, India",Bengaluru,,13.0342001,77.5659349,,Karnataka,"197, 8th Cross Rd",Hkgn loft,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOww50aDQExgYIBnqzsNWuJr78xlIBFKDJrOwB8=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOs1VwEwNCcskXO_yS7JDrvKxZ5LcZM0D4VlO8F=w1920-h1080-k-no"
119,"XH5F+PFR, Tippu Sultan Palace Rd, Chamrajpet, Bengaluru, Karnataka 560018, India",Bengaluru,Ornate summer home of 18th century ruler Tipu Sultan offering scenic grounds & a historical exhibit.,12.9593513,77.5736415,,Karnataka,"XH5F+PFR, Tippu Sultan Palace Rd",Tipu Sultan's Summer Palace,3.9,"Tourist attraction, Heritage building, Historical landmark, Museum, Historical place","https://lh5.googleusercontent.com/p/AF1QipNc4XV5s5A8_TQeEiauH58nQ1Mll0GAYBVG1E3p=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNOJxH12QRf1afxif-HMkFYyPHdIYLhNMGbyN0=w1920-h1080-k-no"
120,"XHGX+VV9, Shivaji Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,"Compact green space by a cricket stadium, with monuments to independence leader Mahatma Gandhi.",12.9771523,77.5997292,,Karnataka,XHGX+VV9,Mahatma Gandhi Park,4.1,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipP19z99XW26xQWQYmgH9W06ISF3_UdGMoSiQyaJ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNswBhtsl8th4YLfjiOyxjjZqk8-8hh3rXq7TBz=w1920-h1080-k-no"
121,"platform, 6th Main Rd, Yeshwanthpur Industrial Area, Phase 1, Yeswanthpur, Bengaluru, Karnataka 560022, India",Bengaluru,,13.0238649,77.550839,,Karnataka,"platform, 6th Main Rd",Yeshwanthpur Railway station - 6th platform,4.5,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPk3jrm_jVCZKnplqe0xt_tmr6qf1naiwhfHY8s=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNuEfxeBdVCqO4GdwNnURAtE3gbow0-VNjPEEbP=w1920-h1080-k-no"
122,"3G56+6X2, Mallasandra, Jalahalli West, Bengaluru, Karnataka 560015, India",Bengaluru,,13.0572847,77.5135721,,Karnataka,3G56+6X2,Mallasandra Fort,4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNY5ya9JSpMW5dxfiRgl9F6ASbu-Hem20kXVuuo=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM_W9ZyRYUMDS0eeCbnKEnKQnxlJLBOOiKRYmvm=w1920-h1080-k-no"
