id,address,city,description,latitude,longitude,price,state,street,title,totalScore,categories,image_url
290,"XJ7P+5W8, 2nd Cross Rd, Stage 2, Domlur, Bengaluru, Karnataka 560071, India",Bengaluru,,12.9629026,77.6373271,,Karnataka,"XJ7P+5W8, 2nd Cross Rd",Domlur Park,4.1,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMphD11Oc_y8TfjA5YLZMFDE7YpVIMpiL26Arv_=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMYYJRdEoolqviYUz5AxNdx9jVmPMtAqaEzOCA=w1920-h1080-k-no"
291,"XPJ6+PX9, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048, India",Bengaluru,,12.9817968,77.7124967,,Karnataka,"XPJ6+PX9, Seetharampalya, Hoodi",Seetharampalya Lake View Point,3.9,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMR5Coi8MR07ROE-z7Gvvbp4YPXgA17c2a5lWII=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNbPBriF_LjFVd7qhbiQf_AILPzYMcQ95wRxV7c=w1920-h1080-k-no"
292,"Goshala Rd, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",Bengaluru,,12.984337,77.697797,,Karnataka,Goshala Rd,Goshala,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipN6MpNdDA8_gEa6RXUHYD-HmixemI-UIqF_ct6Z=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPzEZe_2r2TPYlMGLSzbf3P9chp3Mw2G_eSqfGk=w1920-h1080-k-no"
293,"2P33+2VW, Chikkadevasandra Lake, Hale Devasandra, Krishnarajapura, Bengaluru, Karnataka 560036, India",Bengaluru,,13.0026222,77.7047177,,Karnataka,"2P33+2VW, Chikkadevasandra Lake",Devasandra Lake Park,4.0,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipPXW-xNFMWNW-GacR1yugiOJkUwHcy3oWcxikQC=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNmWKNgP8CwWfihPL9FaHCdWujDa6KxvVFxaSIG=w1920-h1080-k-no"
294,"2P87+34G, Seegehalli Main Rd, Basavanapura, Krishnarajapura, Bengaluru, Karnataka 560049, India",Bengaluru,,13.0151827,77.7128371,,Karnataka,"2P87+34G, Seegehalli Main Rd",St. Mary's Arch,4.1,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPcFBYk8wQ2PXOr97xP7OVo7QdBogSQqQlQYcA1=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOupwiRgr0jEtEOp_nMeiJzTZL3CDjm2PMfAS92=w1920-h1080-k-no"
295,"23, Magadi Main Rd, Bengaluru, Karnataka 560091, India",Bengaluru,,12.9898183,77.4692026,,Karnataka,"23, Magadi Main Rd",Disney land robotic animals museum,4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNmqgSbnwiBWq1YkoXsVsbQgG2w22RYiWmK_om2=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPR5Si1X7saco4jIXM56ldK5qUs9qGYa0bNJc0s=w1920-h1080-k-no"
296,"XJF5+P3G, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9743127,77.6077163,,Karnataka,"XJF5+P3G, Church St",Church Street Banglore,4.7,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNzaRr5bwMu8NRcWCXH7zkJ6P7VPZMYQyhogrj0=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipO2BHCvzoDygRqzwYoeYxSjWQ8Hi7E9rfXRGcSA=w1920-h1080-k-no"
297,"Nanjamba Agrahara, Kempegowda Nagar, Bengaluru, Karnataka 560019, India",Bengaluru,"Low-key park popular for lakeside walks, with a playground, picnic spots & dinosaur statues.",12.9516245,77.5572848,,Karnataka,,‌Jinke Park,4.2,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipOFbwYTYa8bDxCVOqrsf-aHrVN5UHvHPEiPzfft=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOKFbOFzu3wmulGbWCpMg7QkqUOAqGZZBGt0AB5=w1920-h1080-k-no"
298,"Kumara Park East, Bengaluru, Karnataka 560001, India",Bengaluru,"Gandhi center featuring a picture gallery & library, plus varied classes & an auditorium for events.",12.987898,77.580233,,Karnataka,Kumara Park East,Gandhi Bhavana,4.2,"Tourist attraction, Museum","https://lh5.googleusercontent.com/p/AF1QipPepK7KhXERWzJcqE9Wz6lB778vfsIh7A_CxtlF=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMjCa4WuHsOVAUWide8wbapALKQP3SjPFZBd6cB=w1920-h1080-k-no"
299,"#18, 1A Cross Rd, Gokula 1st Stage, HMT Layout, Mathikere, Bengaluru, Karnataka 560054, India",Bengaluru,,13.0325887,77.5549299,,Karnataka,"#18, 1A Cross Rd",Sri Chowdeshwari Temple,4.8,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipNII76KGaGF_MFDQPjDdjaLf7e4svfN25aokEDH=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMqr1qaubqGnpDMBDTCtanE7OhGKA6LQ8zl2SEC=w1920-h1080-k-no"
300,"WJ88+3H9, EWS Colony, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560068, India",Bengaluru,,12.9151641,77.6164774,,Karnataka,WJ88+3H9,BTM Lake Northern Most Point,3.8,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPk4N5G23fMzuU11GI-CWUx4PH0ihS7D09bm04R=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN8RxLb76OBzWQVWC4WLdrejrsQ5iKxyjW9czS4=w1920-h1080-k-no"
301,"2J9R+VG7, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India",Bengaluru,,13.0196733,77.6412844,,Karnataka,2J9R+VG7,Om Shakti Bhadrakali Temple,4.5,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPuDo4OAUo79-MginE3Cr9vb3eR4KXOHkRIsCAP=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNF51CINDQNINl558ye4cgdZH_CgxO2XOkvlhOH=w1920-h1080-k-no"
302,"Someshwara Temple Rd, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India",Bengaluru,"Built for the god Shiva during the Chola period, this Hindu temple features carvings of deities.",12.9755805,77.6240616,,Karnataka,Someshwara Temple Rd,Sri Someshwara Swami Temple,4.7,"Tourist attraction, Place of worship, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOFfxWAIOMhJQF7Kz1QawI4RRBxUNR1XCB3_GOR=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNvmFMc_bpbv5x7mSeDW7xRl944GmksxYl1hhxf=w1920-h1080-k-no"
303,"C-33-1, Whitefield, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",Bengaluru,,12.970418,77.720312,,Karnataka,C-33-1,Kundalahalli Lake,3.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipO8vNtqiOuMoawmSNJRDF3UH40m6mhtSE-39kyn=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPC8WBpjyqXdd3fXjSm5lRXy3oOBMRHGARbDD1f=w1920-h1080-k-no"
304,"WMFV+WVX, Doddakannelli - Kaadubeesanahalli Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103, India",Bengaluru,,12.9248358,77.6947238,,Karnataka,"WMFV+WVX, Doddakannelli - Kaadubeesanahalli Rd",Akshay holidays tours and travels,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipO1na5mEqGzCNrhsZBCbDBkM1nz7lfquzjBLNJv=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipO1Dp32urd7iAun2wuwXVqECP2VeHkhIsjX76Lz=w1920-h1080-k-no"
305,"XH8V+8QG, Double Rd, Sampangi Rama Nagara, Bengaluru, Karnataka 560027, India",Bengaluru,This Hindu temple dating to the 14th century honors the deity Kodandarama.,12.9658102,77.5944503,,Karnataka,"XH8V+8QG, Double Rd",Kodandarama Devasthana,4.5,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOSs1GNjP7P7fefbsSiNTh28_C1eoDnHUDJE7KA=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPbUJ5lBAa0LUR8mbQhAS9p8C826832zjNTR0Jc=w1920-h1080-k-no"
306,"WPJ4+QR, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103, India",Bengaluru,,12.9319801,77.7070116,,Karnataka,WPJ4+QR,Panathur Lake Island,4.1,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMY67Dy3gW6oitzxuwXOkJLD-DbBdAX5ydXz754=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipO-05MfXo4fN3qpHXYkSC8lBiJ26B4g7Z7URYMo=w1920-h1080-k-no"
307,"8QR6+XXC, Paniyadi, Maruthi Veethika, Udupi, Karnataka 576102, India",Udupi,,13.3424479,74.762395,,Karnataka,8QR6+XXC,Anantha Padmanabha Temple,4.6,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipPYq1rz_VXr5iNad_L2sg5dquQU40jeH52XOdxe=w1920-h1080-k-no
308,"santhota house, kidiyoor, Udupi, Karnataka 576103, India",Udupi,,13.3350552,74.717061,,Karnataka,santhota house,santhota house kidiyoor,4.8,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNx4CPPHgZNCVnSsGec3Jl_8KkA7p8iubbFmr7F=w1920-h1080-k-no
309,"Manipal Dr, Madhav Nagar, Manipal, Karnataka 576104, India",Manipal,Anatomy & pathology museum featuring human & animal specimens including skeletons & diseased organs.,13.3526221,74.7854433,,Karnataka,Manipal Dr,Manipal Museum of Anatomy & Pathology,4.6,"Tourist attraction, Museum",https://lh5.googleusercontent.com/p/AF1QipO9HTPceZtvF51x6pPcYV22RZrwjFaTfNjis9CN=w1920-h1080-k-no
310,"9Q5M+9JF, Vidyaratna Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3585666,74.7837799,,Karnataka,9Q5M+9JF,Gandalf's Crib,4.6,Tourist attraction,
311,"8PM5+RMV, Malpe Padukar - Pangala Rd, Panchajanya, Kuthpady, Malpe, Karnataka 576101, India",Malpe,,13.3346211,74.7091593,,Karnataka,"8PM5+RMV, Malpe Padukar - Pangala Rd",Sattva Beach,4.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMkkVaHiivBgBnHygykIPfAkk03jrye9ucLAXqi=w1920-h1080-k-no
312,"8QXR+4XF, near K.C parking, Eshwar Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3478071,74.7924338,,Karnataka,"8QXR+4XF, near K.C parking",K.C lake,4.7,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a9XPTphESueFAZFoai_iBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.03899&pitch=0&thumbfov=100
313,"9QJ6+9WV, Udupi, Karnataka 576105, India",Udupi,,13.3809781,74.7622999,,Karnataka,9QJ6+9WV,Suvarna River Bank and Railway Bridge View Point,4.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNa1trmLnczt-8G3kXAZHuxGx89u1nf8ap1qXLJ=w1920-h1080-k-no
314,"MIT Campus, Eshwar Nagar, Manipal, Karnataka 576104, India",Manipal,"Esteemed religious temple featuring ornate adornments in lush, tropical surroundings.",13.3448781,74.7911697,,Karnataka,MIT Campus,Sri Venugopala Temple,4.6,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipORD43wpUOTLvm2DPmBk8Goxahqs9DXHKnLp-w=w1920-h1080-k-no
315,"8PJV+CQQ, Brahmagiri, Udupi, Karnataka 576101, India",Udupi,,13.3310965,74.7444968,,Karnataka,8PJV+CQQ,Bhujanga Park,4.3,"Tourist attraction, Park and Garden",https://lh5.googleusercontent.com/p/AF1QipO3IUYwv842nO9dy44w725Bm4-9QBlxRMQ5NkEY=w1920-h1080-k-no
316,"9Q25+JJ7, Doddangudde, Udupi, Karnataka 576103, India",Udupi,,13.351539,74.759046,,Karnataka,9Q25+JJ7,Shree Vasuki Subrahmanya Temple Sagri,4.6,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipMrgVUmDTo4HROcVO779bp4sVeKiDQMI6U8s0ny=w1920-h1080-k-no
317,"State Highway 65, Thenkpete, Maruthi Veethika, Kundapur Taluk, Udupi, Agumbe, Karnataka 577411, India",Agumbe,,13.3447519,74.7498757,,Karnataka,"State Highway 65, Thenkpete, Maruthi Veethika, Kundapur Taluk, Udupi",Shankar Narayan Temple,4.4,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipMyzn4PULheFBtF0439CdakO_yjoxaUAuJJd0_o=w1920-h1080-k-no
318,"8PQ3+HWQ, Padukere, Karnataka, India",Padukere,,13.3389606,74.7048647,,Karnataka,8PQ3+HWQ,Peace Beach,4.8,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipM_HSEJPZCSyJ7o0Z5dFSDXTjscFabvs-V5jlGn=w1920-h1080-k-no
319,"8PCG+6FM, Kuthpady, Udupi, Karnataka 576101, India",Udupi,,13.3205989,74.7261769,,Karnataka,8PCG+6FM,Kanangi Temple,4.7,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipPjd-R67KW-ce1ax6QH-3VrJk7AKevK4DJ3J3KQ=w1920-h1080-k-no
320,"Hasta Shilpa Heritage Village Museum Opp: Hotel Lake View, Alevoor - Manipal Rd, near Christ Church, Manipal, Karnataka 576104, India",Manipal,Traditional houses have been preserved for future generations at this heritage village attraction.,13.3428707,74.7897315,,Karnataka,"Hasta Shilpa Heritage Village Museum Opp: Hotel Lake View, Alevoor - Manipal Rd, near Christ Church",Hasta Shilpa Heritage Village Museum,4.7,"Tourist attraction, Heritage museum",https://lh5.googleusercontent.com/p/AF1QipMmPV9OBWVrVdrTJZCuQuSXuBXVBqmrR07VoNQg=w1920-h1080-k-no
321,"9Q3J+9Q7, Dr VS Acharya Rd, Vidyaratna Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3532853,74.7818394,,Karnataka,"9Q3J+9Q7, Dr VS Acharya Rd",Joe Point,,Tourist attraction,
322,"Sulochan, near gopura, Kinnimulki, Udupi, Karnataka 576101, India",Udupi,,13.3248878,74.739778,,Karnataka,"Sulochan, near gopura",Udupi Swagatha Gopura,4.6,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMZXVt5uTsjOV6ULknCDnZycrggn8Vx2AxU50yo=w1920-h1080-k-no
323,"Manipal College of Nursing, KMC Bejai Trunk Road, Madhav Nagar, Bejai, Mangaluru, Karnataka 576104, India",Mangaluru,,13.3511186,74.784882,,Karnataka,"Manipal College of Nursing, KMC Bejai Trunk Road",CB,,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CFu7gMpe2qpyvzzvDI5M6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.72925&pitch=0&thumbfov=100
324,"8PQ6+6QR, kidiyoor, Udupi, Karnataka 576103, India",Udupi,,13.3381655,74.7117657,,Karnataka,8PQ6+6QR,Kidiyoor Sunset Point,5.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPOe9gFRhCb5vdvTI7RIG2wzYrwdWUt9MbuppT6=w1920-h1080-k-no
325,"8PH9+22H, Panchajanya, Kuthpady, Udupi, Karnataka 576101, India",Udupi,,13.3275669,74.7176116,,Karnataka,8PH9+22H,Kadekar Sunset Point,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNpVxptP8yJDZCkRNG_4k6QOj3j67dA0RtG0pC3=w1920-h1080-k-no
326,"9Q3J+PRG, Vidyaratna Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3543226,74.7821988,,Karnataka,9Q3J+PRG,Restricted area,,Tourist attraction,
327,"Unnamed Road, Sampige Nagar, Udupi, Karnataka 576101, India",Udupi,,13.3152424,74.7202773,,Karnataka,Unnamed Road,The Riverside Kuthpady,4.6,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPGgL0akj4YEbE-iXWX13csvrs0FipmOX_7ojCF=w1920-h1080-k-no
328,"Eshwar Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3523113,74.7878194,,Karnataka,,S K MANIPAL TRAVELLS,4.9,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMTdZOmVpC1GM9yYitGAuPbMYvv2NQ_2oDBd3Lz=w1920-h1080-k-no
329,"8PH6+7V6, Padukere Main Bridge, Malpe, Karnataka 576101, India",Malpe,,13.3281683,74.7121419,,Karnataka,"8PH6+7V6, Padukere Main Bridge",Padukere Malpe beach,,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hu20z1eqBSdp2rH3IkUhSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.64233&pitch=0&thumbfov=100
330,"8PF9+2JR, Kuthpady, Udupi, Karnataka 576101, India",Udupi,,13.3226039,74.7190283,,Karnataka,8PF9+2JR,River View Point,4.9,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNK43sy-vTNCYCadqncD58-CcOF6sZr4bmmNORY=w1920-h1080-k-no
331,"Eshwar Nagar, Manipal, Karnataka 576104, India",Manipal,,13.3536692,74.791377,,Karnataka,,Manipal express Tours&Travels,5.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOVs2N5SezKBNAH7oD9kwp6Yaix94Ch2ToOJheU=w1920-h1080-k-no
332,"8PM5+2QX, seashore point near padukere, beach, Malpe, India",Malpe,,13.3326225,74.7094747,,Karnataka,"8PM5+2QX, seashore point near padukere, beach",seashore point,,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TzRH2gmC-JcNaFhmTWsoeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.30792&pitch=0&thumbfov=100
333,"9Q2G+X36, Hayagreeva Nagar, Udupi, Karnataka 576104, India",Udupi,,13.3519403,74.7751915,,Karnataka,9Q2G+X36,Kappu Gudde,,Tourist attraction,
334,"8PJ7+VVM, Udupi, Karnataka 576103, India",Udupi,,13.3322078,74.7146789,,Karnataka,8PJ7+VVM,Kidiyoor Dakke,4.8,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipO_CMFRVSouyYr0UGiNHxEs3ZzhW8cqKhTcGSQ=w1920-h1080-k-no
335,"8PM5+MC8, Udupi, Karnataka 576101, India",Udupi,,13.3341662,74.7085782,,Karnataka,8PM5+MC8,Blue whale beach,4.7,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPkAj_FUwrF0y_EyyJyXE5QayNfSYgzxOJMJWuY=w1920-h1080-k-no
336,"Brahmagiri, Udupi, Karnataka 576101, India",Udupi,,13.3408807,74.7421427,,Karnataka,,Udupi Tourism,4.5,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOZ6VdhtHE7Sfhuu29wHIEWs1NTEbvH0hjknBdB=w1920-h1080-k-no
337,"VRF9+WGP, Sultan Battery, Sultan Battery Road, Urva, Gandhinagar, Mangaluru, Karnataka 575003, India",Mangaluru,,12.8748276,74.8188321,,Karnataka,"VRF9+WGP, Sultan Battery, Sultan Battery Road, Urva, Gandhinagar",tannirubavi tree park,4.3,"Tourist attraction, Park",https://lh5.googleusercontent.com/p/AF1QipORwaUdgcHin6rVu1lPDcgivjMhnpKQ_KNkkehs=w1920-h1080-k-no
338,"RRVR+5WC, near Sea Face, Bolar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8429341,74.8422541,,Karnataka,"RRVR+5WC, near Sea Face",Bolar E. P.,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPjYlEaGCoFjOWAR7xmT3jEPac8evznKKQupXNC=w1920-h1080-k-no
339,"Mangaladevi Temple Rd, Bolar, Mangaluru, Karnataka 575001, India",Mangaluru,"Vibrant 9th-century Hindu temple featuring a multi-level gateway, compound walls & numerous shrines.",12.8491851,74.845444,$$,Karnataka,Mangaladevi Temple Rd,Mahatobhaara Sri Mangaladevi Temple,4.8,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipOw6fw8Pzw3EgjcmgQG7b7m1Zl9Lkn4bja1KJy7=w1920-h1080-k-no
340,"Mallikatte, Bendoor, Mangaluru, Karnataka 575002, India",Mangaluru,,12.8764802,74.8575874,,Karnataka,,St. Sebastian Church,4.5,"Tourist attraction, Catholic church",https://lh5.googleusercontent.com/p/AF1QipNKMPPtl3pY0RlTmU5JcyRcM46ZhIAD1F3LEiRw=w1920-h1080-k-no
341,"VRPX+QGF, Bejai, Mangaluru, Karnataka 575004, India",Mangaluru,"Archeological museum founded in 1865 exhibiting artifacts, such as coins, manuscripts & sculptures.",12.8869346,74.8487993,,Karnataka,VRPX+QGF,Srimanthi Bai Memorial Government Museum,4.2,"Tourist attraction, Museum",https://lh5.googleusercontent.com/p/AF1QipPZS_1Oh6gG24m4xl7vsog3o6kdPN9rdvCcAQH9=w1920-h1080-k-no
342,"VRCR+XX4, Mangalore amche, kodial, Karnataka 575001, India",kodial,,12.872391,74.8424449,,Karnataka,"VRCR+XX4, Mangalore amche",Mangalore amche kodial,5.0,Tourist attraction,
343,"Bus Stop, RTO, Maidan Rd, Uppinagadi Village, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8619943,74.8388109,,Karnataka,"Bus Stop, RTO, Maidan Rd",Neharu stadium ನೆಹರು ಕ್ರೀಡಾಂಗಣ,4.8,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNtDlJh04a8w0RlayKiOhd-FD-PqS0AeIDs7-IC=w1920-h1080-k-no
344,"WR7V+627, Derebail, Mangaluru, Karnataka 575013, India",Mangaluru,,12.9130317,74.8425546,,Karnataka,WR7V+627,AKASHABHAVANA LASTSTOP CIRCLE,3.8,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOn2qRUq3tUvTQ8lFdRopdKukC6mnBfITYzGyuT=w1920-h1080-k-no
345,"VRPR+736 Bus Stand, Bejai Main Rd, Mallikatte, Bejai, Mangaluru, Karnataka 575003, India",Mangaluru,,12.8856709,74.8401466,,Karnataka,"VRPR+736 Bus Stand, Bejai Main Rd",Bus stand,3.9,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMxCDXys6ty7jR5ewA4ml09vGM49oBCcyN0d2sj=w1920-h1080-k-no
346,"RRRX+9P2, Bolar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.840877,74.8492619,,Karnataka,RRRX+9P2,BEACH VIEW,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOPIIVQaVlU18y7CiiJzL3pLA1Yl3b3Kh8Dm6yd=w1920-h1080-k-no
347,"VR7R+666, Attavar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8630403,74.8405135,,Karnataka,VR7R+666,Ganesh Temple,4.7,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipM799Ga6NaogrwPgFbaHmSr9GtLLWgCoXTIJ1Oo=w1920-h1080-k-no
348,"VRCM+3V6, Car Street, Bhavathi, Bunder, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8701566,74.8346414,,Karnataka,"VRCM+3V6, Car Street",Shree Kalikamba Vinayaka Temple,4.7,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipNGmiPUTxMV9-zxCOZvqrb0GG4LCNoajWzae_UJ=w1920-h1080-k-no
349,"Kulshekar Church Rd, Kulashekara, Mangaluru, Karnataka 575005, India",Mangaluru,,12.8838469,74.8831147,,Karnataka,Kulshekar Church Rd,Holy Cross Church,4.7,"Tourist attraction, Catholic church",https://lh5.googleusercontent.com/p/AF1QipMMZt11Dqhnb5bb8EABFDPqBpfqYZ_uv9wxuDHp=w1920-h1080-k-no
350,"VV43+9C3, Marnamikatte, Mangaluru, Karnataka 575002, India",Mangaluru,,12.8558946,74.8535395,,Karnataka,VV43+9C3,Koti Chennaya Circle ಕೋಟಿ ಚೆನ್ನಯ್ಯ ವೃತ್ತ,4.6,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMyIwDIIdtrWsRFIgIGZDE8CoRjYvoU4DlOoI4N=w1920-h1080-k-no
351,"House No. # 3-13-1246, Carmel Hill, St. Joseph’s Monastery, Kulshekar Post, Mangaluru, Karnataka 575005, India",Mangaluru,,12.8822309,74.86899,,Karnataka,"House No. # 3-13-1246, Carmel Hill, St. Joseph’s Monastery, Kulshekar Post",Infant Jesus Shrine,4.9,"Tourist attraction, Christian church, Catholic church",https://lh5.googleusercontent.com/p/AF1QipNRrz_LHjvmeSNfMj196QwlmNRh9_Y1YdSqyNue=w1920-h1080-k-no
352,"RRWQ+Q3G, Bolar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8469398,74.8376974,,Karnataka,RRWQ+Q3G,coastle bearth,3.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipM0-X5rMxAvDC2fpvQ1Gb3Yaxscw0TBjycXit4S=w1920-h1080-k-no
353,"P B No 720, P, B 720, St Aloysius College Rd, Kodailbail, Mangaluru, Karnataka 575003, India",Mangaluru,"Completed in 1885, this grand Christian chapel features many notable frescos by an Italian artist.",12.8738405,74.8453608,,Karnataka,"P B No 720, P, B 720, St Aloysius College Rd",St. Aloysius Chapel,4.6,"Tourist attraction, Museum, Chapel",https://lh5.googleusercontent.com/p/AF1QipPsI-YH9KkCxvVVVWUBJqt1fmHMT3NQ4_KCtdcV=w1920-h1080-k-no
354,"RRXH+37C, Bengre Main Rd, Bengre, Kasba Bengre, Mangaluru, Karnataka 575010, India",Mangaluru,,12.8476805,74.828127,,Karnataka,"RRXH+37C, Bengre Main Rd",Peacock Point,4.3,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPiuI3S7ch0ZCYEvKLWb5y16pEnUo5PTIEld0h5=w1920-h1080-k-no
355,"RRXG+4QQ, Bengre, Netravati River Area, Mangaluru, Karnataka 575013, India",Mangaluru,,12.8478289,74.8269957,,Karnataka,RRXG+4QQ,Bengre Beach,4.3,"Tourist attraction, Public beach",https://lh5.googleusercontent.com/p/AF1QipMKkV0Xkt8tzjdxhwN89LVpryTVCqDdtW3pQYkp=w1920-h1080-k-no
356,"VR7J+VXP, Bunder, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8647244,74.8324498,,Karnataka,VR7J+VXP,Zeenath Baksh Juma Masjid | Malik deenar valya palli,4.7,"Tourist attraction, Mosque",https://lh5.googleusercontent.com/p/AF1QipOy-N9Q_Zxk5a8mYvPhBBSdQBvwu_XG7E13mdHu=w1920-h1080-k-no
357,"VRFP+MWQ, Dongerkery, Kodailbail, Mangaluru, Karnataka 575003, India",Mangaluru,,12.8742021,74.8373606,,Karnataka,VRFP+MWQ,Sri Ganapathi Temple,4.6,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipMo6B7lFVGa-RngFQaJAzcsHocX05RPtu_nU5PH=w1920-h1080-k-no
358,"VR8V+MWH, Railway Station Rd, near Wenlock Hospital, Hampankatta, Mangaluru, Karnataka 575001, India",Mangaluru,,12.866678,74.8448449,,Karnataka,"VR8V+MWH, Railway Station Rd, near Wenlock Hospital",Noor Masjid مسجد النور,4.8,"Tourist attraction, Mosque",https://lh5.googleusercontent.com/p/AF1QipPaZAGmtQ6Q3_nJk1CAiCGltrLBWYuKcxyZD2Vs=w1920-h1080-k-no
